branch,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,id,type
Milan,Doge of Venice,Loans Receivable,Interest Income,23962.62,5751.03,florin,1394-09-11,Cash,29713.65,Loan repayment from Doge of Venice with interest,7377,loan_repayment
Florence,Republic of Florence,Cash,,1485749.72,,florin,1394-09-11,Loans Receivable - Government,1485749.72,Emergency war financing for Florence defense,7378,war_financing
London,Doge of Venice,Cash,,42078.99,,florin,1394-09-11,Deposits Payable,42078.99,Withdrawal by Doge of Venice,7379,withdrawal
Rome,Vatican Treasury,Deposits Payable,,448322.88,,florin,1394-09-11,Cash,448322.88,Deposit from Vatican Treasury to Rome branch,7380,deposit
Rome,Trading Company,Trading Revenue,,37267.97,,florin,1394-09-12,Cash,37267.97,Alum sale from papal mines,7381,alum_trade
Florence,Republic of Florence,Cash,,18816.82,,florin,1394-09-12,Loans Receivable - Government,18816.82,Emergency war financing for Florence defense,7382,war_financing
Rome,Sacred College,Deposits Payable,,42475.89,,florin,1394-09-12,Cash,42475.89,Deposit from Sacred College to Rome branch,7383,deposit
Florence,Republic of Florence,Cash,,90664.49,,florin,1394-09-12,Loans Receivable - Government,90664.49,Emergency war financing for Florence defense,7384,war_financing
Florence,Republic of Florence,Cash,,3686167.31,,florin,1394-09-13,Loans Receivable - Government,3686167.31,Emergency war financing for Florence defense,7385,war_financing
Rome,Papal Court,Deposits Payable,,29997.0,,florin,1394-09-13,Cash,29997.0,Deposit from Papal Court to Rome branch,7386,deposit
Florence,Republic of Florence,Cash,,131999.5,,florin,1394-09-13,Loans Receivable - Government,131999.5,Emergency war financing for Florence defense,7387,war_financing
Rome,Gold Merchant,Cash,,54679.83,,florin,1394-09-13,Deposits Payable,54679.83,Withdrawal by Gold Merchant,7388,withdrawal
Rome,Apostolic Chamber,Deposits Payable,,2481430.57,,florin,1394-09-14,Cash,2481430.57,Deposit from Apostolic Chamber to Rome branch,7389,deposit
Rome,Papal Curia,Deposits Payable,,166145.16,,florin,1394-09-14,Cash,166145.16,Deposit from Papal Curia to Rome branch,7390,deposit
Florence,Republic of Florence,Cash,,280672.25,,florin,1394-09-14,Loans Receivable - Government,280672.25,Emergency war financing for Florence defense,7391,war_financing
Milan,Silk Trader,Deposits Payable,,345918.89,,florin,1394-09-15,Cash,345918.89,Deposit by Silk Trader,7392,deposit
Milan,Milan Operations,Cash,,5362.06,,florin,1394-09-16,Supplies,5362.06,Supplies expense for Milan branch,7393,operating_expense
Rome,Wine Trader,Cash,,8429.18,,florin,1394-09-17,Loans Receivable,8429.18,Loan issued to Wine Trader from Rome branch,7394,loan_issuance
Milan,King of Naples,Cash,,76342.97,,florin,1394-09-17,Loans Receivable,76342.97,Loan issued to King of Naples from Milan branch,7395,loan_issuance
Avignon,Jewel Trader,Loans Receivable,Interest Income,808.76,121.31,florin,1394-09-17,Cash,930.07,Loan repayment from Jewel Trader with interest,7396,loan_repayment
Rome,Cardinal's Office,Deposits Payable,,472564.04,,florin,1394-09-17,Cash,472564.04,Deposit from Cardinal's Office to Rome branch,7397,deposit
Florence,Cardinal,Deposits Payable,,6863.23,,florin,1394-09-17,Cash,6863.23,Deposit by Cardinal,7398,deposit
Rome,Papal Court,Deposits Payable,,754091.82,,florin,1394-09-18,Cash,754091.82,Deposit from Papal Court to Rome branch,7399,deposit
Geneva,Spice Merchant,Cash,,169780.5,,florin,1394-09-18,Deposits Payable,169780.5,Withdrawal by Spice Merchant,7400,withdrawal
Venice,Cloth Merchant,Trading Revenue,,2617.43,,florin,1394-09-18,Cash,2617.43,Alum sale from papal mines,7401,alum_trade
Geneva,Trading Company,Loans Receivable,Interest Income,273478.43,21878.27,florin,1394-09-18,Cash,295356.7,Loan repayment from Trading Company with interest,7402,loan_repayment
Venice,Venice Operations,Cash,,130.81,,florin,1394-09-18,Rent,130.81,Rent expense for Venice branch,7403,operating_expense
Milan,Spice Merchant,Cash,,377288.35,,florin,1394-09-19,Loans Receivable,377288.35,Loan issued to Spice Merchant from Milan branch,7404,loan_issuance
Rome,Apostolic Chamber,Deposits Payable,,28194.07,,florin,1394-09-19,Cash,28194.07,Deposit from Apostolic Chamber to Rome branch,7405,deposit
Florence,Wine Trader,Cash,,14926.73,,florin,1394-09-20,Deposits Payable,14926.73,Withdrawal by Wine Trader,7406,withdrawal
Bruges,Textile Merchant,Deposits Payable,,5668.03,,florin,1394-09-20,Cash,5668.03,Deposit by Textile Merchant,7407,deposit
Milan,Milan Operations,Cash,,406.69,,florin,1394-09-21,Rent,406.69,Rent expense for Milan branch,7408,operating_expense
Florence,Baron,Loans Receivable,Interest Income,4432.01,487.5211,florin,1394-09-21,Cash,4919.5311,Loan repayment from Baron with interest,7409,loan_repayment
Rome,Spice Merchant,Trading Revenue,,107279.13,,florin,1394-09-21,Cash,107279.13,Alum sale from papal mines,7410,alum_trade
Florence,Republic of Florence,Cash,,85604.54,,florin,1394-09-21,Loans Receivable - Government,85604.54,War financing for Florentine operations against Milan,7411,war_financing
Florence,Republic of Florence,Cash,,960138.52,,florin,1394-09-21,Loans Receivable - Government,960138.52,Emergency war financing for Florence defense,7412,war_financing
London,Lord,Deposits Payable,,69698.0,,florin,1394-09-21,Cash,69698.0,Deposit by Lord,7413,deposit
Florence,Republic of Florence,Cash,,2875546.72,,florin,1394-09-21,Loans Receivable - Government,2875546.72,War financing for Florentine operations against Milan,7414,war_financing
Florence,Doge of Venice,Cash,,439110.66,,florin,1394-09-22,Loans Receivable,439110.66,Loan issued to Doge of Venice from Florence branch,7415,loan_issuance
Bruges,Baron,Cash,,10564.94,,florin,1394-09-22,Deposits Payable,10564.94,Withdrawal by Baron,7416,withdrawal
Milan,Milan Operations,Cash,,958.13,,florin,1394-09-22,Security,958.13,Security expense for Milan branch,7417,operating_expense
Venice,Venice Operations,Cash,,30232.0,,florin,1394-09-22,Wages,30232.0,Wages expense for Venice branch,7418,operating_expense
Avignon,Trading Company,Cash,,6823.64,,florin,1394-09-22,Loans Receivable,6823.64,Loan issued to Trading Company from Avignon branch,7419,loan_issuance
Geneva,Doge of Venice,Cash,,90533.28,,florin,1394-09-22,Loans Receivable,90533.28,Loan issued to Doge of Venice from Geneva branch,7420,loan_issuance
Venice,Textile Merchant,Cash,,10914.44,,florin,1394-09-23,Loans Receivable,10914.44,Loan issued to Textile Merchant from Venice branch,7421,loan_issuance
Florence,Florence Operations,Cash,,3626.9,,florin,1394-09-23,Maintenance,3626.9,Maintenance expense for Florence branch,7422,operating_expense
Geneva,Trading Company,Cash,,42286.28,,florin,1394-09-23,Loans Receivable,42286.28,Loan issued to Trading Company from Geneva branch,7423,loan_issuance
Rome,Apostolic Chamber,Deposits Payable,,110756.03,,florin,1394-09-23,Cash,110756.03,Deposit from Apostolic Chamber to Rome branch,7424,deposit
Rome,Papal Curia,Deposits Payable,,184957.71,,florin,1394-09-23,Cash,184957.71,Deposit from Papal Curia to Rome branch,7425,deposit
Florence,Republic of Florence,Cash,,1215740.82,,florin,1394-09-24,Loans Receivable - Government,1215740.82,Loan to Venice for Lombardy Wars operations,7426,war_financing
Avignon,Wool Merchant,Cash,,194878.55,,florin,1394-09-24,Loans Receivable,194878.55,Loan issued to Wool Merchant from Avignon branch,7427,loan_issuance
Avignon,Banking House,Deposits Payable,,427840.6,,florin,1394-09-24,Cash,427840.6,Deposit by Banking House,7428,deposit
Rome,Jewel Trader,Trading Revenue,,123488.94,,florin,1394-09-24,Cash,123488.94,Alum sale from papal mines,7429,alum_trade
Venice,Silk Trader,Cash,,632715.42,,florin,1394-09-24,Deposits Payable,632715.42,Withdrawal by Silk Trader,7430,withdrawal
Geneva,Archbishop,Loans Receivable,Interest Income,102969.49,10296.95,florin,1394-09-24,Cash,113266.44,Loan repayment from Archbishop with interest,7431,loan_repayment
Florence,Republic of Florence,Cash,,160751.62,,florin,1394-09-25,Loans Receivable - Government,160751.62,Emergency war financing for Florence defense,7432,war_financing
Rome,Count of Urbino,Loans Receivable,Interest Income,2953.88,738.47,florin,1394-09-25,Cash,3692.35,Loan repayment from Count of Urbino with interest,7433,loan_repayment
Milan,Lord,Loans Receivable,Interest Income,796.47,151.33,florin,1394-09-25,Cash,947.8,Loan repayment from Lord with interest,7434,loan_repayment
Florence,Republic of Florence,Cash,,196678.62,,florin,1394-09-25,Loans Receivable - Government,196678.62,Loan to Venice for Lombardy Wars operations,7435,war_financing
Florence,Republic of Florence,Cash,,1993564.98,,florin,1394-09-25,Loans Receivable - Government,1993564.98,War financing for Florentine operations against Milan,7436,war_financing
Geneva,Banking House,Cash,,58380.99,,florin,1394-09-25,Loans Receivable,58380.99,Loan issued to Banking House from Geneva branch,7437,loan_issuance
Venice,Count of Urbino,Cash,,4136149.4,,florin,1394-09-26,Loans Receivable,4136149.4,Loan issued to Count of Urbino from Venice branch,7438,loan_issuance
Geneva,Jewel Trader,Loans Receivable,Interest Income,5019.79,451.7811,florin,1394-09-26,Cash,5471.5711,Loan repayment from Jewel Trader with interest,7439,loan_repayment
Rome,Silk Trader,Loans Receivable,Interest Income,19982.53,4995.6325,florin,1394-09-26,Cash,24978.1625,Loan repayment from Silk Trader with interest,7440,loan_repayment
Geneva,Geneva Operations,Cash,,460.28,,florin,1394-09-26,Rent,460.28,Rent expense for Geneva branch,7441,operating_expense
Venice,Transfer to Rome,Cash,Exchange Fee Revenue,362443.09,5594.17,florin,1394-09-27,Due from Rome,368037.26,Bill of exchange from Venice to Rome,7442,bill_of_exchange
Venice,Banking House,Trading Revenue,,4623.11,,florin,1394-09-27,Cash,4623.11,Alum sale from papal mines,7443,alum_trade
Rome,Cloth Merchant,Deposits Payable,,740.62,,florin,1394-09-27,Cash,740.62,Deposit by Cloth Merchant,7444,deposit
Rome,Holy See,Deposits Payable,,160337.16,,florin,1394-09-27,Cash,160337.16,Deposit from Holy See to Rome branch,7445,deposit
Geneva,Jewel Trader,Cash,,120853.36,,florin,1394-09-27,Deposits Payable,120853.36,Withdrawal by Jewel Trader,7446,withdrawal
Florence,Republic of Florence,Cash,,194752.31,,florin,1394-09-27,Loans Receivable - Government,194752.31,War financing for Florentine operations against Milan,7447,war_financing
Rome,Cardinal,Cash,,176963.5,,florin,1394-09-27,Deposits Payable,176963.5,Withdrawal by Cardinal,7448,withdrawal
Geneva,Textile Merchant,Cash,,8399.63,,florin,1394-09-28,Loans Receivable,8399.63,Loan issued to Textile Merchant from Geneva branch,7449,loan_issuance
Milan,Grain Merchant,Cash,,13629.22,,florin,1394-09-28,Deposits Payable,13629.22,Withdrawal by Grain Merchant,7450,withdrawal
London,Spice Merchant,Deposits Payable,,4757.95,,florin,1394-09-28,Cash,4757.95,Deposit by Spice Merchant,7451,deposit
Rome,Jewel Trader,Loans Receivable,Interest Income,7079.19,1415.84,florin,1394-09-28,Cash,8495.03,Loan repayment from Jewel Trader with interest,7452,loan_repayment
Florence,Republic of Florence,Cash,,909030.74,,florin,1394-09-28,Loans Receivable - Government,909030.74,War financing for Florentine operations against Milan,7453,war_financing
Florence,Silk Trader,Deposits Payable,,4733.28,,florin,1394-09-28,Cash,4733.28,Deposit by Silk Trader,7454,deposit
Florence,Republic of Florence,Cash,,7513.5,,florin,1394-09-28,Loans Receivable - Government,7513.5,Emergency war financing for Florence defense,7455,war_financing
Venice,Transfer to Avignon,Cash,Exchange Fee Revenue,5009.63,130.03,florin,1394-09-28,Due from Avignon,5139.66,Bill of exchange from Venice to Avignon,7456,bill_of_exchange
Florence,Florence Operations,Cash,,3151.4,,florin,1394-09-28,Maintenance,3151.4,Maintenance expense for Florence branch,7457,operating_expense
Rome,Trading Company,Loans Receivable,Interest Income,1361.65,299.56,florin,1394-09-28,Cash,1661.21,Loan repayment from Trading Company with interest,7458,loan_repayment
Bruges,Bruges Operations,Cash,,6353.71,,florin,1394-09-29,Maintenance,6353.71,Maintenance expense for Bruges branch,7459,operating_expense
Florence,Florence Operations,Cash,,5230.42,,florin,1394-09-29,Maintenance,5230.42,Maintenance expense for Florence branch,7460,operating_expense
Avignon,Cardinal,Cash,,221866.56,,florin,1394-09-29,Deposits Payable,221866.56,Withdrawal by Cardinal,7461,withdrawal
Florence,Republic of Florence,Cash,,1326003.99,,florin,1394-09-29,Loans Receivable - Government,1326003.99,War financing for Florentine operations against Milan,7462,war_financing
Geneva,Marquis,Cash,,47569.4,,florin,1394-09-30,Loans Receivable,47569.4,Loan issued to Marquis from Geneva branch,7463,loan_issuance
Rome,Holy See,Deposits Payable,,34616.62,,florin,1394-09-30,Cash,34616.62,Deposit from Holy See to Rome branch,7464,deposit
Rome,Holy See,Deposits Payable,,65122.55,,florin,1394-09-30,Cash,65122.55,Deposit from Holy See to Rome branch,7465,deposit
Avignon,Textile Merchant,Loans Receivable,Interest Income,20068.69,2809.62,florin,1394-09-30,Cash,22878.31,Loan repayment from Textile Merchant with interest,7466,loan_repayment
Florence,Baron,Cash,,114884.62,,florin,1394-10-01,Loans Receivable,114884.62,Loan issued to Baron from Florence branch,7467,loan_issuance
Bruges,Wine Trader,Cash,,350391.58,,florin,1394-10-01,Loans Receivable,350391.58,Loan issued to Wine Trader from Bruges branch,7468,loan_issuance
Florence,Silk Trader,Cash,,22020.36,,florin,1394-10-01,Loans Receivable,22020.36,Loan issued to Silk Trader from Florence branch,7469,loan_issuance
Florence,Republic of Florence,Cash,,195451.84,,florin,1394-10-01,Loans Receivable - Government,195451.84,Emergency war financing for Florence defense,7470,war_financing
Bruges,Marquis,Cash,,13809.01,,florin,1394-10-01,Deposits Payable,13809.01,Withdrawal by Marquis,7471,withdrawal
Florence,Republic of Florence,Cash,,363643.08,,florin,1394-10-01,Loans Receivable - Government,363643.08,Emergency war financing for Florence defense,7472,war_financing
Bruges,Archbishop,Loans Receivable,Interest Income,4509.22,856.75,florin,1394-10-02,Cash,5365.97,Loan repayment from Archbishop with interest,7473,loan_repayment
Rome,Textile Merchant,Trading Revenue,,3918.18,,florin,1394-10-02,Cash,3918.18,Alum sale from papal mines,7474,alum_trade
Bruges,Grain Merchant,Cash,,278219.85,,florin,1394-10-02,Loans Receivable,278219.85,Loan issued to Grain Merchant from Bruges branch,7475,loan_issuance
Milan,Milan Operations,Cash,,778.48,,florin,1394-10-02,Supplies,778.48,Supplies expense for Milan branch,7476,operating_expense
Rome,Papal Court,Deposits Payable,,207811.01,,florin,1394-10-02,Cash,207811.01,Deposit from Papal Court to Rome branch,7477,deposit
Geneva,Transfer to Rome,Cash,Exchange Fee Revenue,23246.8,416.47,florin,1394-10-02,Due from Rome,23663.27,Bill of exchange from Geneva to Rome,7478,bill_of_exchange
London,Wine Trader,Cash,,90212.57,,florin,1394-10-03,Loans Receivable,90212.57,Loan issued to Wine Trader from London branch,7479,loan_issuance
London,Armor Smith,Loans Receivable,Interest Income,8566.35,942.3,florin,1394-10-03,Cash,9508.65,Loan repayment from Armor Smith with interest,7480,loan_repayment
Venice,Transfer to Bruges,Cash,Exchange Fee Revenue,157867.93,3633.79,florin,1394-10-03,Due from Bruges,161501.72,Bill of exchange from Venice to Bruges,7481,bill_of_exchange
Venice,Wool Merchant,Trading Revenue,,60298.26,,florin,1394-10-03,Cash,60298.26,Alum sale from papal mines,7482,alum_trade
London,Spice Merchant,Cash,,186740.64,,florin,1394-10-03,Loans Receivable,186740.64,Loan issued to Spice Merchant from London branch,7483,loan_issuance
Florence,Banking House,Cash,,8003.66,,florin,1394-10-04,Deposits Payable,8003.66,Withdrawal by Banking House,7484,withdrawal
Geneva,Spice Merchant,Cash,,14394.22,,florin,1394-10-04,Deposits Payable,14394.22,Withdrawal by Spice Merchant,7485,withdrawal
Rome,Apostolic Chamber,Deposits Payable,,91802.68,,florin,1394-10-04,Cash,91802.68,Deposit from Apostolic Chamber to Rome branch,7486,deposit
Florence,Republic of Florence,Cash,,44626.31,,florin,1394-10-04,Loans Receivable - Government,44626.31,Emergency war financing for Florence defense,7487,war_financing
Rome,Wool Merchant,Cash,,26612.38,,florin,1394-10-04,Deposits Payable,26612.38,Withdrawal by Wool Merchant,7488,withdrawal
Venice,Textile Merchant,Trading Revenue,,4402.56,,florin,1394-10-04,Cash,4402.56,Alum sale from papal mines,7489,alum_trade
Florence,Republic of Florence,Cash,,73231.86,,florin,1394-10-05,Loans Receivable - Government,73231.86,Loan to Venice for Lombardy Wars operations,7490,war_financing
Avignon,Lord,Cash,,7084.71,,florin,1394-10-06,Deposits Payable,7084.71,Withdrawal by Lord,7491,withdrawal
